Provincias;Municipios;Sexo;Edad;Total
05 Ávila;05064 Constanzana;Total;De 80 a 84 años;7
05 Ávila;05064 Constanzana;Total;De 85 a 89 años;7
05 Ávila;05064 Constanzana;Total;De 90 a 94 años;5
05 Ávila;05064 Constanzana;Total;De 95 a 99 años;1
05 Ávila;05064 Constanzana;Total;100 y más años;1
05 Ávila;05065 Crespos;Total;De 65 a 69 años;37
05 Ávila;05065 Crespos;Total;De 70 a 74 años;34
05 Ávila;05065 Crespos;Total;De 75 a 79 años;18
05 Ávila;05065 Crespos;Total;De 80 a 84 años;15
05 Ávila;05065 Crespos;Total;De 85 a 89 años;22
05 Ávila;05065 Crespos;Total;De 90 a 94 años;29
05 Ávila;05065 Crespos;Total;De 95 a 99 años;4
05 Ávila;05065 Crespos;Total;100 y más años;0
05 Ávila;05066 Cuevas del Valle;Total;De 65 a 69 años;46
05 Ávila;05066 Cuevas del Valle;Total;De 70 a 74 años;38
05 Ávila;05066 Cuevas del Valle;Total;De 75 a 79 años;37
05 Ávila;05066 Cuevas del Valle;Total;De 80 a 84 años;24
05 Ávila;05066 Cuevas del Valle;Total;De 85 a 89 años;17
05 Ávila;05066 Cuevas del Valle;Total;De 90 a 94 años;4
05 Ávila;05066 Cuevas del Valle;Total;De 95 a 99 años;5
05 Ávila;05066 Cuevas del Valle;Total;100 y más años;0
05 Ávila;05067 Chamartín;Total;De 65 a 69 años;5
05 Ávila;05067 Chamartín;Total;De 70 a 74 años;0
05 Ávila;05067 Chamartín;Total;De 75 a 79 años;2
05 Ávila;05067 Chamartín;Total;De 80 a 84 años;0
05 Ávila;05067 Chamartín;Total;De 85 a 89 años;5
05 Ávila;05067 Chamartín;Total;De 90 a 94 años;2
05 Ávila;05067 Chamartín;Total;De 95 a 99 años;0
05 Ávila;05067 Chamartín;Total;100 y más años;0
05 Ávila;05069 Donjimeno;Total;De 65 a 69 años;6
05 Ávila;05069 Donjimeno;Total;De 70 a 74 años;13
05 Ávila;05069 Donjimeno;Total;De 75 a 79 años;7
05 Ávila;05069 Donjimeno;Total;De 80 a 84 años;5
05 Ávila;05069 Donjimeno;Total;De 85 a 89 años;0
05 Ávila;05069 Donjimeno;Total;De 90 a 94 años;1
05 Ávila;05069 Donjimeno;Total;De 95 a 99 años;0
05 Ávila;05069 Donjimeno;Total;100 y más años;0
05 Ávila;05070 Donvidas;Total;De 65 a 69 años;6
05 Ávila;05070 Donvidas;Total;De 70 a 74 años;5
05 Ávila;05070 Donvidas;Total;De 75 a 79 años;2
05 Ávila;05070 Donvidas;Total;De 80 a 84 años;0
05 Ávila;05070 Donvidas;Total;De 85 a 89 años;0
05 Ávila;05070 Donvidas;Total;De 90 a 94 años;1
05 Ávila;05070 Donvidas;Total;De 95 a 99 años;0
05 Ávila;05070 Donvidas;Total;100 y más años;0
05 Ávila;05072 Espinosa de los Caballeros;Total;De 65 a 69 años;6
05 Ávila;05072 Espinosa de los Caballeros;Total;De 70 a 74 años;4
05 Ávila;05072 Espinosa de los Caballeros;Total;De 75 a 79 años;5
05 Ávila;05072 Espinosa de los Caballeros;Total;De 80 a 84 años;5
05 Ávila;05072 Espinosa de los Caballeros;Total;De 85 a 89 años;4
05 Ávila;05072 Espinosa de los Caballeros;Total;De 90 a 94 años;2
05 Ávila;05072 Espinosa de los Caballeros;Total;De 95 a 99 años;2
05 Ávila;05072 Espinosa de los Caballeros;Total;100 y más años;0
05 Ávila;05073 Flores de Ávila;Total;De 65 a 69 años;28
05 Ávila;05073 Flores de Ávila;Total;De 70 a 74 años;22
05 Ávila;05073 Flores de Ávila;Total;De 75 a 79 años;12
05 Ávila;05073 Flores de Ávila;Total;De 80 a 84 años;16
05 Ávila;05073 Flores de Ávila;Total;De 85 a 89 años;14
05 Ávila;05073 Flores de Ávila;Total;De 90 a 94 años;8
05 Ávila;05073 Flores de Ávila;Total;De 95 a 99 años;4
05 Ávila;05073 Flores de Ávila;Total;100 y más años;1
05 Ávila;05074 Fontiveros;Total;De 65 a 69 años;59
05 Ávila;05074 Fontiveros;Total;De 70 a 74 años;48
05 Ávila;05074 Fontiveros;Total;De 75 a 79 años;43
05 Ávila;05074 Fontiveros;Total;De 80 a 84 años;38
05 Ávila;05074 Fontiveros;Total;De 85 a 89 años;38
05 Ávila;05074 Fontiveros;Total;De 90 a 94 años;31
05 Ávila;05074 Fontiveros;Total;De 95 a 99 años;5
05 Ávila;05074 Fontiveros;Total;100 y más años;1
05 Ávila;05075 Fresnedilla;Total;De 65 a 69 años;4
05 Ávila;05075 Fresnedilla;Total;De 70 a 74 años;8
05 Ávila;05075 Fresnedilla;Total;De 75 a 79 años;7
05 Ávila;05075 Fresnedilla;Total;De 80 a 84 años;5
05 Ávila;05075 Fresnedilla;Total;De 85 a 89 años;6
05 Ávila;05075 Fresnedilla;Total;De 90 a 94 años;10
05 Ávila;05075 Fresnedilla;Total;De 95 a 99 años;4
05 Ávila;05075 Fresnedilla;Total;100 y más años;1
05 Ávila;05076 Fresno, El;Total;De 65 a 69 años;27
05 Ávila;05076 Fresno, El;Total;De 70 a 74 años;20
05 Ávila;05076 Fresno, El;Total;De 75 a 79 años;26
05 Ávila;05076 Fresno, El;Total;De 80 a 84 años;24
05 Ávila;05076 Fresno, El;Total;De 85 a 89 años;11
05 Ávila;05076 Fresno, El;Total;De 90 a 94 años;11
05 Ávila;05076 Fresno, El;Total;De 95 a 99 años;1
05 Ávila;05076 Fresno, El;Total;100 y más años;1
05 Ávila;05077 Fuente el Saúz;Total;De 65 a 69 años;9
05 Ávila;05077 Fuente el Saúz;Total;De 70 a 74 años;14
05 Ávila;05077 Fuente el Saúz;Total;De 75 a 79 años;13
05 Ávila;05077 Fuente el Saúz;Total;De 80 a 84 años;15
05 Ávila;05077 Fuente el Saúz;Total;De 85 a 89 años;6
05 Ávila;05077 Fuente el Saúz;Total;De 90 a 94 años;3
05 Ávila;05077 Fuente el Saúz;Total;De 95 a 99 años;2
05 Ávila;05077 Fuente el Saúz;Total;100 y más años;0
05 Ávila;05078 Fuentes de Año;Total;De 65 a 69 años;13
05 Ávila;05078 Fuentes de Año;Total;De 70 a 74 años;18
05 Ávila;05078 Fuentes de Año;Total;De 75 a 79 años;9
05 Ávila;05078 Fuentes de Año;Total;De 80 a 84 años;3
05 Ávila;05078 Fuentes de Año;Total;De 85 a 89 años;1
05 Ávila;05078 Fuentes de Año;Total;De 90 a 94 años;4
05 Ávila;05078 Fuentes de Año;Total;De 95 a 99 años;1
05 Ávila;05078 Fuentes de Año;Total;100 y más años;0
05 Ávila;05079 Gallegos de Altamiros;Total;De 65 a 69 años;8
05 Ávila;05079 Gallegos de Altamiros;Total;De 70 a 74 años;10
05 Ávila;05079 Gallegos de Altamiros;Total;De 75 a 79 años;4
05 Ávila;05079 Gallegos de Altamiros;Total;De 80 a 84 años;0
05 Ávila;05079 Gallegos de Altamiros;Total;De 85 a 89 años;0
05 Ávila;05079 Gallegos de Altamiros;Total;De 90 a 94 años;2
05 Ávila;05079 Gallegos de Altamiros;Total;De 95 a 99 años;0
05 Ávila;05079 Gallegos de Altamiros;Total;100 y más años;0
05 Ávila;05080 Gallegos de Sobrinos;Total;De 65 a 69 años;3
05 Ávila;05080 Gallegos de Sobrinos;Total;De 70 a 74 años;2
05 Ávila;05080 Gallegos de Sobrinos;Total;De 75 a 79 años;4
05 Ávila;05080 Gallegos de Sobrinos;Total;De 80 a 84 años;5
05 Ávila;05080 Gallegos de Sobrinos;Total;De 85 a 89 años;3
05 Ávila;05080 Gallegos de Sobrinos;Total;De 90 a 94 años;3
05 Ávila;05080 Gallegos de Sobrinos;Total;De 95 a 99 años;0
05 Ávila;05080 Gallegos de Sobrinos;Total;100 y más años;1
05 Ávila;05081 Garganta del Villar;Total;De 65 a 69 años;2
05 Ávila;05081 Garganta del Villar;Total;De 70 a 74 años;0
05 Ávila;05081 Garganta del Villar;Total;De 75 a 79 años;3
05 Ávila;05081 Garganta del Villar;Total;De 80 a 84 años;5
05 Ávila;05081 Garganta del Villar;Total;De 85 a 89 años;2
05 Ávila;05081 Garganta del Villar;Total;De 90 a 94 años;0
05 Ávila;05081 Garganta del Villar;Total;De 95 a 99 años;1
05 Ávila;05081 Garganta del Villar;Total;100 y más años;0
05 Ávila;05082 Gavilanes;Total;De 65 a 69 años;48
05 Ávila;05082 Gavilanes;Total;De 70 a 74 años;37
05 Ávila;05082 Gavilanes;Total;De 75 a 79 años;46
05 Ávila;05082 Gavilanes;Total;De 80 a 84 años;35
05 Ávila;05082 Gavilanes;Total;De 85 a 89 años;22
05 Ávila;05082 Gavilanes;Total;De 90 a 94 años;11
05 Ávila;05082 Gavilanes;Total;De 95 a 99 años;0
05 Ávila;05082 Gavilanes;Total;100 y más años;0
05 Ávila;05083 Gemuño;Total;De 65 a 69 años;14
05 Ávila;05083 Gemuño;Total;De 70 a 74 años;11
05 Ávila;05083 Gemuño;Total;De 75 a 79 años;10
05 Ávila;05083 Gemuño;Total;De 80 a 84 años;14
05 Ávila;05083 Gemuño;Total;De 85 a 89 años;6
05 Ávila;05083 Gemuño;Total;De 90 a 94 años;2
05 Ávila;05083 Gemuño;Total;De 95 a 99 años;0
05 Ávila;05083 Gemuño;Total;100 y más años;0
05 Ávila;05084 Gilbuena;Total;De 65 a 69 años;4
05 Ávila;05084 Gilbuena;Total;De 70 a 74 años;2
05 Ávila;05084 Gilbuena;Total;De 75 a 79 años;1
05 Ávila;05084 Gilbuena;Total;De 80 a 84 años;4
05 Ávila;05084 Gilbuena;Total;De 85 a 89 años;8
05 Ávila;05084 Gilbuena;Total;De 90 a 94 años;4
05 Ávila;05084 Gilbuena;Total;De 95 a 99 años;2
05 Ávila;05084 Gilbuena;Total;100 y más años;1
05 Ávila;05085 Gil García;Total;De 65 a 69 años;0
05 Ávila;05085 Gil García;Total;De 70 a 74 años;4
05 Ávila;05085 Gil García;Total;De 75 a 79 años;5
05 Ávila;05085 Gil García;Total;De 80 a 84 años;2
05 Ávila;05085 Gil García;Total;De 85 a 89 años;5
05 Ávila;05085 Gil García;Total;De 90 a 94 años;0
05 Ávila;05085 Gil García;Total;De 95 a 99 años;0
05 Ávila;05085 Gil García;Total;100 y más años;0
05 Ávila;05086 Gimialcón;Total;De 65 a 69 años;4
05 Ávila;05086 Gimialcón;Total;De 70 a 74 años;6
05 Ávila;05086 Gimialcón;Total;De 75 a 79 años;8
05 Ávila;05086 Gimialcón;Total;De 80 a 84 años;2
05 Ávila;05086 Gimialcón;Total;De 85 a 89 años;5
05 Ávila;05086 Gimialcón;Total;De 90 a 94 años;3
05 Ávila;05086 Gimialcón;Total;De 95 a 99 años;2
05 Ávila;05086 Gimialcón;Total;100 y más años;0
05 Ávila;05087 Gotarrendura;Total;De 65 a 69 años;14
05 Ávila;05087 Gotarrendura;Total;De 70 a 74 años;17
05 Ávila;05087 Gotarrendura;Total;De 75 a 79 años;7
05 Ávila;05087 Gotarrendura;Total;De 80 a 84 años;6
05 Ávila;05087 Gotarrendura;Total;De 85 a 89 años;8
05 Ávila;05087 Gotarrendura;Total;De 90 a 94 años;6
05 Ávila;05087 Gotarrendura;Total;De 95 a 99 años;3
05 Ávila;05087 Gotarrendura;Total;100 y más años;0
05 Ávila;05088 Grandes y San Martín;Total;De 65 a 69 años;2
05 Ávila;05088 Grandes y San Martín;Total;De 70 a 74 años;2
05 Ávila;05088 Grandes y San Martín;Total;De 75 a 79 años;1
05 Ávila;05088 Grandes y San Martín;Total;De 80 a 84 años;3
05 Ávila;05088 Grandes y San Martín;Total;De 85 a 89 años;1
05 Ávila;05088 Grandes y San Martín;Total;De 90 a 94 años;1
05 Ávila;05088 Grandes y San Martín;Total;De 95 a 99 años;0
05 Ávila;05088 Grandes y San Martín;Total;100 y más años;0
05 Ávila;05089 Guisando;Total;De 65 a 69 años;33
05 Ávila;05089 Guisando;Total;De 70 a 74 años;37
05 Ávila;05089 Guisando;Total;De 75 a 79 años;23
05 Ávila;05089 Guisando;Total;De 80 a 84 años;22
05 Ávila;05089 Guisando;Total;De 85 a 89 años;21
05 Ávila;05089 Guisando;Total;De 90 a 94 años;20
05 Ávila;05089 Guisando;Total;De 95 a 99 años;7
05 Ávila;05089 Guisando;Total;100 y más años;3
05 Ávila;05090 Gutierre-Muñoz;Total;De 65 a 69 años;4
05 Ávila;05090 Gutierre-Muñoz;Total;De 70 a 74 años;5
05 Ávila;05090 Gutierre-Muñoz;Total;De 75 a 79 años;7
05 Ávila;05090 Gutierre-Muñoz;Total;De 80 a 84 años;4
05 Ávila;05090 Gutierre-Muñoz;Total;De 85 a 89 años;3
05 Ávila;05090 Gutierre-Muñoz;Total;De 90 a 94 años;3
05 Ávila;05090 Gutierre-Muñoz;Total;De 95 a 99 años;1
05 Ávila;05090 Gutierre-Muñoz;Total;100 y más años;0
05 Ávila;05092 Hernansancho;Total;De 65 a 69 años;18
05 Ávila;05092 Hernansancho;Total;De 70 a 74 años;12
05 Ávila;05092 Hernansancho;Total;De 75 a 79 años;8
05 Ávila;05092 Hernansancho;Total;De 80 a 84 años;9
05 Ávila;05092 Hernansancho;Total;De 85 a 89 años;7
05 Ávila;05092 Hernansancho;Total;De 90 a 94 años;3
05 Ávila;05092 Hernansancho;Total;De 95 a 99 años;1
05 Ávila;05092 Hernansancho;Total;100 y más años;0
05 Ávila;05093 Herradón de Pinares;Total;De 65 a 69 años;46
05 Ávila;05093 Herradón de Pinares;Total;De 70 a 74 años;37
05 Ávila;05093 Herradón de Pinares;Total;De 75 a 79 años;21
05 Ávila;05093 Herradón de Pinares;Total;De 80 a 84 años;27
05 Ávila;05093 Herradón de Pinares;Total;De 85 a 89 años;6
05 Ávila;05093 Herradón de Pinares;Total;De 90 a 94 años;10
05 Ávila;05093 Herradón de Pinares;Total;De 95 a 99 años;3
05 Ávila;05093 Herradón de Pinares;Total;100 y más años;1
05 Ávila;05094 Herreros de Suso;Total;De 65 a 69 años;6
05 Ávila;05094 Herreros de Suso;Total;De 70 a 74 años;7
05 Ávila;05094 Herreros de Suso;Total;De 75 a 79 años;4
05 Ávila;05094 Herreros de Suso;Total;De 80 a 84 años;11
05 Ávila;05094 Herreros de Suso;Total;De 85 a 89 años;6
05 Ávila;05094 Herreros de Suso;Total;De 90 a 94 años;10
05 Ávila;05094 Herreros de Suso;Total;De 95 a 99 años;3
05 Ávila;05094 Herreros de Suso;Total;100 y más años;0
05 Ávila;05095 Higuera de las Dueñas;Total;De 65 a 69 años;30
05 Ávila;05095 Higuera de las Dueñas;Total;De 70 a 74 años;20
05 Ávila;05095 Higuera de las Dueñas;Total;De 75 a 79 años;7
05 Ávila;05095 Higuera de las Dueñas;Total;De 80 a 84 años;7
05 Ávila;05095 Higuera de las Dueñas;Total;De 85 a 89 años;7
05 Ávila;05095 Higuera de las Dueñas;Total;De 90 a 94 años;7
05 Ávila;05095 Higuera de las Dueñas;Total;De 95 a 99 años;1
05 Ávila;05095 Higuera de las Dueñas;Total;100 y más años;0
05 Ávila;05096 Hija de Dios, La;Total;De 65 a 69 años;11
05 Ávila;05096 Hija de Dios, La;Total;De 70 a 74 años;9
05 Ávila;05096 Hija de Dios, La;Total;De 75 a 79 años;5
05 Ávila;05096 Hija de Dios, La;Total;De 80 a 84 años;2
05 Ávila;05096 Hija de Dios, La;Total;De 85 a 89 años;2
05 Ávila;05096 Hija de Dios, La;Total;De 90 a 94 años;3
05 Ávila;05096 Hija de Dios, La;Total;De 95 a 99 años;2
05 Ávila;05096 Hija de Dios, La;Total;100 y más años;0
05 Ávila;05097 Horcajada, La;Total;De 65 a 69 años;38
05 Ávila;05097 Horcajada, La;Total;De 70 a 74 años;25
05 Ávila;05097 Horcajada, La;Total;De 75 a 79 años;34
05 Ávila;05097 Horcajada, La;Total;De 80 a 84 años;37
05 Ávila;05097 Horcajada, La;Total;De 85 a 89 años;20
05 Ávila;05097 Horcajada, La;Total;De 90 a 94 años;24
05 Ávila;05097 Horcajada, La;Total;De 95 a 99 años;3
05 Ávila;05097 Horcajada, La;Total;100 y más años;1
05 Ávila;05099 Horcajo de las Torres;Total;De 65 a 69 años;34
05 Ávila;05099 Horcajo de las Torres;Total;De 70 a 74 años;35
05 Ávila;05099 Horcajo de las Torres;Total;De 75 a 79 años;37
05 Ávila;05099 Horcajo de las Torres;Total;De 80 a 84 años;29
05 Ávila;05099 Horcajo de las Torres;Total;De 85 a 89 años;15
05 Ávila;05099 Horcajo de las Torres;Total;De 90 a 94 años;12
05 Ávila;05099 Horcajo de las Torres;Total;De 95 a 99 años;1
05 Ávila;05099 Horcajo de las Torres;Total;100 y más años;0
05 Ávila;05100 Hornillo, El;Total;De 65 a 69 años;19
05 Ávila;05100 Hornillo, El;Total;De 70 a 74 años;25
05 Ávila;05100 Hornillo, El;Total;De 75 a 79 años;23
05 Ávila;05100 Hornillo, El;Total;De 80 a 84 años;20
05 Ávila;05100 Hornillo, El;Total;De 85 a 89 años;14
05 Ávila;05100 Hornillo, El;Total;De 90 a 94 años;8
05 Ávila;05100 Hornillo, El;Total;De 95 a 99 años;4
05 Ávila;05100 Hornillo, El;Total;100 y más años;1
05 Ávila;05101 Hoyocasero;Total;De 65 a 69 años;35
05 Ávila;05101 Hoyocasero;Total;De 70 a 74 años;22
05 Ávila;05101 Hoyocasero;Total;De 75 a 79 años;28
05 Ávila;05101 Hoyocasero;Total;De 80 a 84 años;22
05 Ávila;05101 Hoyocasero;Total;De 85 a 89 años;6
05 Ávila;05101 Hoyocasero;Total;De 90 a 94 años;12
05 Ávila;05101 Hoyocasero;Total;De 95 a 99 años;0
05 Ávila;05101 Hoyocasero;Total;100 y más años;0
05 Ávila;05102 Hoyo de Pinares, El;Total;De 65 a 69 años;157
05 Ávila;05102 Hoyo de Pinares, El;Total;De 70 a 74 años;124
05 Ávila;05102 Hoyo de Pinares, El;Total;De 75 a 79 años;115
05 Ávila;05102 Hoyo de Pinares, El;Total;De 80 a 84 años;71
05 Ávila;05102 Hoyo de Pinares, El;Total;De 85 a 89 años;53
05 Ávila;05102 Hoyo de Pinares, El;Total;De 90 a 94 años;30
05 Ávila;05102 Hoyo de Pinares, El;Total;De 95 a 99 años;13
05 Ávila;05102 Hoyo de Pinares, El;Total;100 y más años;1
05 Ávila;05103 Hoyorredondo;Total;De 65 a 69 años;7
05 Ávila;05103 Hoyorredondo;Total;De 70 a 74 años;3
05 Ávila;05103 Hoyorredondo;Total;De 75 a 79 años;6
05 Ávila;05103 Hoyorredondo;Total;De 80 a 84 años;1
05 Ávila;05103 Hoyorredondo;Total;De 85 a 89 años;2
05 Ávila;05103 Hoyorredondo;Total;De 90 a 94 años;5
05 Ávila;05103 Hoyorredondo;Total;De 95 a 99 años;1
05 Ávila;05103 Hoyorredondo;Total;100 y más años;0
05 Ávila;05104 Hoyos del Collado;Total;De 65 a 69 años;4
05 Ávila;05104 Hoyos del Collado;Total;De 70 a 74 años;0
05 Ávila;05104 Hoyos del Collado;Total;De 75 a 79 años;3
05 Ávila;05104 Hoyos del Collado;Total;De 80 a 84 años;1
05 Ávila;05104 Hoyos del Collado;Total;De 85 a 89 años;2
05 Ávila;05104 Hoyos del Collado;Total;De 90 a 94 años;1
05 Ávila;05104 Hoyos del Collado;Total;De 95 a 99 años;1
05 Ávila;05104 Hoyos del Collado;Total;100 y más años;0
05 Ávila;05105 Hoyos del Espino;Total;De 65 a 69 años;27
05 Ávila;05105 Hoyos del Espino;Total;De 70 a 74 años;27
05 Ávila;05105 Hoyos del Espino;Total;De 75 a 79 años;26
05 Ávila;05105 Hoyos del Espino;Total;De 80 a 84 años;17
05 Ávila;05105 Hoyos del Espino;Total;De 85 a 89 años;12
05 Ávila;05105 Hoyos del Espino;Total;De 90 a 94 años;3
05 Ávila;05105 Hoyos del Espino;Total;De 95 a 99 años;1
05 Ávila;05105 Hoyos del Espino;Total;100 y más años;1
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;De 65 a 69 años;1
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;De 70 a 74 años;0
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;De 75 a 79 años;2
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;De 80 a 84 años;1
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;De 85 a 89 años;2
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;De 90 a 94 años;1
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;De 95 a 99 años;1
05 Ávila;05106 Hoyos de Miguel Muñoz;Total;100 y más años;0
05 Ávila;05107 Hurtumpascual;Total;De 65 a 69 años;4
05 Ávila;05107 Hurtumpascual;Total;De 70 a 74 años;2
05 Ávila;05107 Hurtumpascual;Total;De 75 a 79 años;1
05 Ávila;05107 Hurtumpascual;Total;De 80 a 84 años;3
05 Ávila;05107 Hurtumpascual;Total;De 85 a 89 años;2
05 Ávila;05107 Hurtumpascual;Total;De 90 a 94 años;7
05 Ávila;05107 Hurtumpascual;Total;De 95 a 99 años;2
05 Ávila;05107 Hurtumpascual;Total;100 y más años;0
05 Ávila;05108 Junciana;Total;De 65 a 69 años;1
05 Ávila;05108 Junciana;Total;De 70 a 74 años;1
05 Ávila;05108 Junciana;Total;De 75 a 79 años;3
05 Ávila;05108 Junciana;Total;De 80 a 84 años;3
05 Ávila;05108 Junciana;Total;De 85 a 89 años;4
05 Ávila;05108 Junciana;Total;De 90 a 94 años;0
05 Ávila;05108 Junciana;Total;De 95 a 99 años;1
05 Ávila;05108 Junciana;Total;100 y más años;0
05 Ávila;05109 Langa;Total;De 65 a 69 años;39
05 Ávila;05109 Langa;Total;De 70 a 74 años;32
05 Ávila;05109 Langa;Total;De 75 a 79 años;21
05 Ávila;05109 Langa;Total;De 80 a 84 años;12
05 Ávila;05109 Langa;Total;De 85 a 89 años;12
05 Ávila;05109 Langa;Total;De 90 a 94 años;9
05 Ávila;05109 Langa;Total;De 95 a 99 años;3
05 Ávila;05109 Langa;Total;100 y más años;0
05 Ávila;05110 Lanzahíta;Total;De 65 a 69 años;58
05 Ávila;05110 Lanzahíta;Total;De 70 a 74 años;65
05 Ávila;05110 Lanzahíta;Total;De 75 a 79 años;53
05 Ávila;05110 Lanzahíta;Total;De 80 a 84 años;38
05 Ávila;05110 Lanzahíta;Total;De 85 a 89 años;27
05 Ávila;05110 Lanzahíta;Total;De 90 a 94 años;14
05 Ávila;05110 Lanzahíta;Total;De 95 a 99 años;1
05 Ávila;05110 Lanzahíta;Total;100 y más años;0
05 Ávila;05112 Losar del Barco, El;Total;De 65 a 69 años;5
05 Ávila;05112 Losar del Barco, El;Total;De 70 a 74 años;1
05 Ávila;05112 Losar del Barco, El;Total;De 75 a 79 años;4
05 Ávila;05112 Losar del Barco, El;Total;De 80 a 84 años;8
05 Ávila;05112 Losar del Barco, El;Total;De 85 a 89 años;3
05 Ávila;05112 Losar del Barco, El;Total;De 90 a 94 años;4
05 Ávila;05112 Losar del Barco, El;Total;De 95 a 99 años;2
05 Ávila;05112 Losar del Barco, El;Total;100 y más años;1
05 Ávila;05113 Llanos de Tormes, Los;Total;De 65 a 69 años;3
05 Ávila;05113 Llanos de Tormes, Los;Total;De 70 a 74 años;5
05 Ávila;05113 Llanos de Tormes, Los;Total;De 75 a 79 años;6
05 Ávila;05113 Llanos de Tormes, Los;Total;De 80 a 84 años;8
05 Ávila;05113 Llanos de Tormes, Los;Total;De 85 a 89 años;2
05 Ávila;05113 Llanos de Tormes, Los;Total;De 90 a 94 años;3
05 Ávila;05113 Llanos de Tormes, Los;Total;De 95 a 99 años;3
05 Ávila;05113 Llanos de Tormes, Los;Total;100 y más años;0
05 Ávila;05114 Madrigal de las Altas Torres;Total;De 65 a 69 años;111
05 Ávila;05114 Madrigal de las Altas Torres;Total;De 70 a 74 años;89
05 Ávila;05114 Madrigal de las Altas Torres;Total;De 75 a 79 años;85
05 Ávila;05114 Madrigal de las Altas Torres;Total;De 80 a 84 años;65
05 Ávila;05114 Madrigal de las Altas Torres;Total;De 85 a 89 años;41
05 Ávila;05114 Madrigal de las Altas Torres;Total;De 90 a 94 años;27
05 Ávila;05114 Madrigal de las Altas Torres;Total;De 95 a 99 años;7
05 Ávila;05114 Madrigal de las Altas Torres;Total;100 y más años;1
05 Ávila;05115 Maello;Total;De 65 a 69 años;67
05 Ávila;05115 Maello;Total;De 70 a 74 años;38
05 Ávila;05115 Maello;Total;De 75 a 79 años;58
05 Ávila;05115 Maello;Total;De 80 a 84 años;23
